Clc(cc1)cc(CCc2c3nccc2)c1C3=C1CCNCC1	binder2580-ACTIVE
CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc(CN(C)C)cn4)n3)cc12	CHEMBL4800498-ACTIVE
CC(C)(C#N)c1cc(Nc2nc(N3CCC[C@H](N)C3)ncc2C(N)=O)cc(C(C)(C)C#N)c1	CHEMBL4640712-ACTIVE
Cc1cc(Br)c(NC2=NCCN2)c2ccccc12	CHEMBL4636550-ACTIVE
Cc1ccc(/C(=C(\CCCO)c2ccccc2)c2ccc(N3CCNCC3)cc2)cc1	CHEMBL4443694-ACTIVE
CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1	CHEMBL402163-ACTIVE
Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1	CHEMBL3301626-ACTIVE
COc1ccc2c(c1)CNCCS2	CHEMBL3933375-ACTIVE
COc1cccc2c1OC(c1ccc(OCCCN3CCCC3)cc1)C(C)S2(=O)=O	CHEMBL562722-ACTIVE
Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C	CHEMBL487066-ACTIVE
CC(C)c1noc(N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)n1	CHEMBL4097638-ACTIVE
CC(C)(C)c1cc(NC(=O)n2ccc3cc(Oc4ncnc5c4CCNC5)ccc32)no1	CHEMBL3746226-ACTIVE
CC(C)[C@@H](NC(=O)c1ccccc1)C(=O)N1CCC(c2ccc(Cl)cc2)CC1	CHEMBL2180528-ACTIVE
CC(=O)N1CCC(c2cc(C)c(C(=O)NC(=N)N)cc2C(F)(F)F)CC1	CHEMBL2170611-ACTIVE
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC	CHEMBL2107383-ACTIVE
CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)[C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F	CHEMBL2010853-ACTIVE
Cc1cc2ncn(Cc3ccc(Cl)cc3)c2cc1C	CHEMBL1945694-ACTIVE
O=S1(=O)CCC(Oc2ccc3c(c2)CCC2(CCN(C4CCC4)CC2)O3)CC1	CHEMBL1935425-ACTIVE
CC(=O)c1cccc(-c2cccc(-n3cc(C(=O)NC(C)C)c(=O)c4cccnc43)c2)c1	CHEMBL464804-ACTIVE
CN1C(=O)c2ccccc2CC1CN1CCC2(CCc3ccccc32)CC1	CHEMBL3786486-ACTIVE
COc1ccc(CNC(=O)c2cc(-c3cc(Cl)cc(Cl)c3)cnc2-c2cccnc2)cc1OC	CHEMBL3099899-ACTIVE
COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(C3CCN(C)CC3)nc12	CHEMBL4764582-ACTIVE
C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)S[C@@]4(COC)C[C@H]43)c2)cn1	CHEMBL4560579-ACTIVE
CC(C)C(=O)c1c(Nc2ccc(F)c(F)c2F)[nH]c2c(F)cc(F)cc2c1=O	CHEMBL4526734-ACTIVE
N=C(N)NC(=O)c1nc(-c2cc3ccccc3o2)c(N)nc1N	CHEMBL4473654-ACTIVE
CCCC[C@@H](CCO)Nc1nc(N)nc2c1CN(C(=O)c1cccs1)CC2	CHEMBL4279547-ACTIVE
C[C@@H]1CN(c2nnc(C(F)(F)F)o2)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1	CHEMBL3357994-ACTIVE
Cc1cc(-c2ccc3c(c2)CC[C@H]3N2CC3(CCN(C(=O)Cc4cn5cc(C)sc5n4)CC3)C2)ncn1	CHEMBL3287218-ACTIVE
CN1C(=O)[C@@H](CN2CCCCC2)C[C@H]1C#Cc1ccccc1	CHEMBL454407-ACTIVE
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCn2cccc2)C[C@H]1OC	CHEMBL3758932-ACTIVE
Cc1nc2ccccc2c(=O)n1-c1ccc(OC2CCCN(C3CCCC3)CC2)cc1	CHEMBL519018-ACTIVE
Cc1ncccc1-c1nc2cn(-c3cccc(OC(C)C)c3)nc2c(=O)n1C[C@H]1CCCN(C[C@H]2CCCO2)C1	CHEMBL3218914-ACTIVE
CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1	CHEMBL3120281-ACTIVE
CN(C)C(=O)C(N)c1ccc(C(=O)Nc2cc(-c3cccs3)ccc2N)cc1	CHEMBL258132-ACTIVE
C[C@@H]1CCCN1CCc1ccc2nc(C(C)(C)C)ccc2c1	CHEMBL1085325-ACTIVE
Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1	CHEMBL536480-ACTIVE
Cc1ccc(NC(=O)c2ccc3c(c2)CC(c2ccc(Cl)cc2)OC3=O)cc1C	CHEMBL4577906-ACTIVE
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(C(CO)CO)C4)no2)cc1C#N	CHEMBL1836212-ACTIVE
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)[C@H]1CCCN1	CHEMBL4093614-ACTIVE
Nc1nc(N2CCC(N3Cc4cc(Cl)ccc4OC[C@@H]3Cc3ccc(Cl)cc3)CC2)n[nH]1	CHEMBL4638897-ACTIVE
CNC(=O)c1cnc(Nc2ccc(C#N)cn2)cc1Nc1cccc(-c2ncn(C)n2)c1OC	CHEMBL4469750-ACTIVE
Cc1sc(-c2ccccc2Cl)cc1C(=O)N[C@@H](CN)c1ccccc1	CHEMBL4443422-ACTIVE
CC(C)Cc1ccc2nn(C)cc2c1NS(=O)(=O)c1ccc(CCCOC[C@H]2CN(C)CCO2)cc1	CHEMBL4250740-ACTIVE
CN(C/C=C/c1ccc2ccccc2c1)Cc1ccc2c(c1)CCO2	CHEMBL4102178-ACTIVE
NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc(-c3ccc(F)cc3)[nH]c12	CHEMBL4088986-ACTIVE
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C	CHEMBL3353404-ACTIVE
CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	CHEMBL1951600-ACTIVE
COc1cc(F)ccc1-c1cncc(CNC(C)C)c1	CHEMBL1779008-ACTIVE
CCN1CCC(N(C(=O)NCc2ccc(F)cc2)c2ccc(Cl)cc2)CC1	CHEMBL1092105-ACTIVE
CC/N=C(\c1ccc(OC)c(OC)c1)N1CCCc2cc(C3=NNC(=O)SC3C)ccc21	CHEMBL1671890-ACTIVE
NCc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1	CHEMBL3764101-ACTIVE
Cc1cc2cc(Nc3ncnn4cc(-c5nnc(C)o5)c(C(C)C)c34)cnc2[nH]1	CHEMBL261592-ACTIVE
COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1	CHEMBL2325436-ACTIVE
O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@@H](c3ccccc3O)CC2)C1	CHEMBL2315935-ACTIVE
CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1)C1CCNCC1	CHEMBL206249-ACTIVE
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1	CHEMBL2059311-ACTIVE
CC(C)(O)C(=O)c1oc2nc(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)cc2c1NC(=O)CO	CHEMBL1092169-ACTIVE
CC(C)n1c(=O)n(C)c2cnc3cc(F)c(-c4ccc(OCCCN5CCCCC5)nc4)cc3c21	CHEMBL4594429-ACTIVE
CN1C[C@@H](N(Cc2ccccc2F)c2ccc(C#N)c(Cl)c2)CC1=O	CHEMBL563283-ACTIVE
Cc1noc(C)c1-c1ccc2nc(-c3cnn(CC(C)(C)O)c3)nc(N3CCOC[C@@H]3c3ccccc3)c2c1	CHEMBL4749664-ACTIVE
Cc1nc(-c2ccc(CN3CCC(N(C)C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc2)no1	CHEMBL2010841-ACTIVE
CCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1	CHEMBL2325982-ACTIVE
Clc1ccc([C@]23CCCC[C@H]2CNC3)cc1Cl	CHEMBL1813471-ACTIVE
C[C@@H]1CN(CC2(c3ccc(C(N)=O)cc3)CC2)CCN1S(=O)(=O)c1ccc(C(C)(O)C(F)(F)F)cc1	CHEMBL516636-ACTIVE
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3	CHEMBL3806029-ACTIVE
c1cncc(-c2ccc(-c3noc(C4CN5CCC4CC5)n3)o2)c1	CHEMBL2069928-ACTIVE
COc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1	CHEMBL2043168-ACTIVE
Clc1ccc([C@]23CCC[C@H]2CNC3)cc1Cl	CHEMBL1813474-ACTIVE
Cc1cc(Nc2ccnc3ccc(S(=O)(=O)C(C)(C)C)cc23)n[nH]1	CHEMBL4283104-ACTIVE
N#Cc1ccc(-c2noc(-c3cc(F)cc(C#N)c3)n2)nc1	CHEMBL2164552-ACTIVE
COC1CCN(Cc2cc(-c3ccc(C(C)C)cc3)n(-c3ccc(F)cc3)n2)CC1	CHEMBL4522177-ACTIVE
CN(CCN1CCN(C2COOC2)C1=O)C[C@]12CC[C@H](CC1)C2(C)C	CHEMBL567919-ACTIVE
CC1(c2ccc(-n3cnnn3)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O	CHEMBL4535475-ACTIVE
COc1ccc(-n2cc(Cn3ccc4nc(-c5ccccc5F)nc-4c3)nn2)cc1	CHEMBL4229151-ACTIVE
O=C(O)CCc1ccc2cc(Cc3ccccc3)cc(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)c2n1	CHEMBL3917428-ACTIVE
Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1C1CCOCC1	CHEMBL3775737-ACTIVE
Fc1ccc(OCc2cc(OCC3(F)COC3)nc(-c3ccccn3)n2)c(F)c1F	CHEMBL3741735-ACTIVE
CC(C)(C)n1nnc2c1CCC(n1cnc(-c3ccc(F)cc3)n1)C2	CHEMBL3736345-ACTIVE
Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3cccc(-c4ccc(CN5C[C@H](C)N[C@H](C)C5)cc4CN4CCOCC4)c3)CC2)c1	CHEMBL3288030-ACTIVE
CCc1cccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(N)=O)n1	CHEMBL3237556-ACTIVE
CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ocnc2C)n1C)CC3	CHEMBL272546-ACTIVE
O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cnnc2ccccc12	CHEMBL2208435-ACTIVE
O=C(NS(=O)(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1)c1ccccc1	CHEMBL2171015-ACTIVE
Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1	CHEMBL2158774-ACTIVE
CC(C)(C)c1csc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)n1	CHEMBL2070942-ACTIVE
Cc1ncoc1-c1nnc(SCCCN2CCC3CC3(c3ccccc3)C2)n1C	CHEMBL1257447-ACTIVE
COC(=O)N(C)c1c(N)nc(-n2nc(Cc3ccccc3F)c3cc(Cl)ccc32)nc1N	CHEMBL4751235-ACTIVE
C[C@H]1OC2(CCN(CCc3ccccc3F)CC2)CN(c2cnccc2C(F)(F)F)C1=O	CHEMBL4576031-ACTIVE
CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)CCC	CHEMBL4476275-ACTIVE
CC1(C)CC(Oc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1	CHEMBL4290141-ACTIVE
C[C@@H](c1ccc(Br)cc1)N1CC[C@](CCC(N)=O)(c2ccc(F)cc2)OC1=O	CHEMBL4099792-ACTIVE
Cc1cc(CN2CCN(c3c(Cl)cnc4[nH]c(-c5cn(C)nc5C)nc34)CC2)no1	CHEMBL2207518-ACTIVE
CCC1(C)CC(=O)N(CCCCN2CCN(c3cccc4sccc34)CC2)C(=O)C1	CHEMBL4286717-ACTIVE
Cc1c(-c2ccc3[nH]ncc3c2)ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12	CHEMBL4743440-ACTIVE
COc1cccc(NC(=O)c2cnc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)s2)c1	CHEMBL4203860-ACTIVE
NC(=O)c1ccccc1OCCCN1CCN(c2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1	CHEMBL3409256-ACTIVE
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1	CHEMBL2443262-ACTIVE
CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1	CHEMBL2380444-ACTIVE
Cc1nc2n(c(=O)c1CCN1CCN(c3cccc4sccc34)CC1)CCCC2F	CHEMBL4104261-ACTIVE
COc1ccc2ncc(F)c(CC[C@@]3(O)CO[C@@H]4[C@@H](NCc5ccc(Cl)c(Cl)c5)CO[C@@H]43)c2n1	CHEMBL4794306-ACTIVE
CCOCc1nnc(N2C[C@@H]3C[C@]3(c3ccc(F)cc3Cl)C2)n1-c1ccc(OC)nc1	CHEMBL4464246-ACTIVE
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1	CHEMBL3545367-ACTIVE
CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCCCC5)c4c3)nnc21	CHEMBL4449598-ACTIVE
Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)C(C)(C)CO)CC1	CHEMBL1784471-ACTIVE
Nc1nc(N2CCC3(CCC[C@H]3N)CC2)cnc1Sc1cccnc1C(F)(F)F	CHEMBL4755819-ACTIVE
Cn1c(N2CCC(C)(CN)CC2)nc(N)c(Sc2cccc(Cl)c2Cl)c1=O	CHEMBL4533113-ACTIVE
Oc1cc(-n2cccn2)ccc1-c1ccc(OC2CCNCC2)nn1	CHEMBL4290774-ACTIVE
CC(C)Cc1ccc2nn(C)cc2c1N(C(F)F)S(=O)(=O)c1ccc(CCCCC2CCN(C)CC2)cc1	CHEMBL4246475-ACTIVE
O=C1c2cc(-c3ccc(OC(F)(F)F)cc3)ccc2OCCN1Cc1ncccn1	CHEMBL3707392-ACTIVE
CSc1ncc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)s1	CHEMBL2204267-ACTIVE
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2	CHEMBL1916536-ACTIVE
COC(=O)c1c(C)noc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1	CHEMBL1822865-ACTIVE
CCOc1ccc(-n2nc3c(N4CC(OC)C4)nnc(C)c3c2C)c(F)c1	CHEMBL1801192-ACTIVE
Cc1nc(-c2cccnc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1	CHEMBL1082606-ACTIVE
Fc1ccc2c(C3CCN(CCCOc4ccc(Cc5nc6ccccc6o5)cc4)CC3)noc2c1	CHEMBL3634821-ACTIVE
CCN(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1	CHEMBL1819137-ACTIVE
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CC(c2ccc(C(F)(F)F)cc2)C1)C(F)(F)F	CHEMBL4639102-ACTIVE
CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1	CHEMBL4060033-ACTIVE
CCCC1(C(=O)c2cc(F)c3[nH]ccc3c2)CCCN1	CHEMBL1224165-ACTIVE
NC(=O)c1cnc(-c2cnc3c(Nc4ccc(C(F)(F)F)cn4)ccnc3n2)c(C(F)(F)F)c1	CHEMBL1214402-ACTIVE
O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)C1CNc2ccccc21	CHEMBL319742-ACTIVE
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccc(Cl)c3)C2=O)cc1	CHEMBL483964-ACTIVE
CS(=O)(=O)c1ccc(-c2cc(N3CCOCC3)nc3c(-c4ccn[nH]4)nccc23)cc1	CHEMBL4640028-ACTIVE
CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cc(C(=O)NC4(c5ccccn5)CC4)ccc3C)cc12	CHEMBL4078188-ACTIVE
CNCc1cc(Oc2ccc3c(ccn3C(=O)Nc3ccc(F)c(C(F)(F)F)c3)c2)ncn1	CHEMBL3746204-ACTIVE
O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCO[C@@H]1C[C@@H](N1CCC(c3ccccc3)CC1)C2	CHEMBL3263282-ACTIVE
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1	CHEMBL716-ACTIVE
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C	CHEMBL363295-ACTIVE
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21	CHEMBL601873-ACTIVE
COCc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1	CHEMBL4643920-ACTIVE
c1ccc(Cn2cc(-c3ccncc3)c3ccncc32)cc1	CHEMBL4638460-ACTIVE
CN(C)C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)sc2CC3)[C@@H]1C(N)=O	CHEMBL3609521-ACTIVE
CC(=O)C1=NN(c2ccccc2)/C(=C2/S/C(=N\c3nc(-c4ccccc4)cc(-c4ccccc4)c3C#N)N(c3ccccc3)C2=O)S1	CHEMBL3408394-ACTIVE
CC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1	CHEMBL2380461-ACTIVE
NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21	CHEMBL2177309-ACTIVE
OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1	CHEMBL416956-ACTIVE
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(CC2CCN(C)CC2)c2ncnc(N)c12	CHEMBL4793811-ACTIVE
O=C1N=CC=C2N=C(c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)C(c3ccccc3)=CC12	CHEMBL262341-ACTIVE
COc1ccc([C@H]2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1	CHEMBL583047-ACTIVE
N#Cc1ccc(N2C3CCC2CN(C(=O)CCS(=O)(=O)c2cccc4ncsc24)C3)nc1	CHEMBL4790083-ACTIVE
Cc1nc2cc(F)c(-c3cnc(C(C)(C)O)nc3)nc2c(N[C@H](C)c2cc(C#N)ccc2F)c1Cl	CHEMBL4777447-ACTIVE
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1	CHEMBL4754834-ACTIVE
O=C(NO)c1ccc(CCCN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1	CHEMBL4749146-ACTIVE
Fc1ccc(-c2nc(N3CCCC3)sc2-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)cc1	CHEMBL4455587-ACTIVE
CN1[C@H]2CC[C@@H]1Cc1sc(NC(=O)Nc3ccc(Cl)cc3)c(C(N)=O)c12	CHEMBL4096279-ACTIVE
CN(Cc1ccc(C(F)(F)F)nc1)c1cc(C(=O)Nc2ccccc2)ncn1	CHEMBL4075071-ACTIVE
O=C(O[C@@H](C(=O)N1N=CC[C@H]1C(=O)NCc1cc(Cl)ccc1-n1cnnn1)c1ccc(F)cc1)c1ccccc1	CHEMBL3786094-ACTIVE
Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12	CHEMBL2017593-ACTIVE
CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1	CHEMBL1800137-ACTIVE
Cc1cnc(-c2ccc(-c3ccco3)cc2)n1Cc1ccccc1OCCCCCC(=O)O	CHEMBL4640515-ACTIVE
N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1	CHEMBL4217292-ACTIVE
Cc1c(-c2c(F)cc(C(N)=O)c3[nH]c4c(c23)CC[C@H](C(C)(C)O)C4)cccc1-n1c(=O)c2cccc(F)c2n(C)c1=O	CHEMBL3900554-ACTIVE
COc1cc(-n2cnn3cc(-c4ccc(Cl)cc4)cc3c2=O)ccc1OCCN1CCCC1	CHEMBL3618324-ACTIVE
CC(C)N(Cc1ccc(Cl)c(Cl)c1)CC1CNC1	CHEMBL3331503-ACTIVE
CONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1	CHEMBL2164206-ACTIVE
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1	CHEMBL4206892-ACTIVE
Cc1cncc(Nc2cc(NC3CCN(c4ccc(C#N)cn4)CC3)c(C(N)=O)cn2)n1	CHEMBL4470355-ACTIVE
CCCC[C@@H](CCO)Nc1nc(N)nc2ccc(C)cc12	CHEMBL4174506-ACTIVE
N#Cc1ccc(-c2ccc(C[C@@H](C#N)NC(=O)[C@@H]3CCCC[C@@H]3N)cc2)cc1	CHEMBL3927522-ACTIVE
CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1	CHEMBL2381898-ACTIVE
CC(C)(C)C1CCC2(CC1)CCN(c1ccc(OC(F)(F)F)cc1)C(=O)N2Cc1ccc(C(=O)Nc2nn[nH]n2)cc1	CHEMBL198387-ACTIVE
CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(CC)CC)cc2)N2CCN(Cc3cscn3)CC2)c1	CHEMBL1939746-ACTIVE
Cc1cnc(N2CCC(C3CCN(c4cc(C#N)nc(C)n4)CC3)CC2)cn1	CHEMBL1771095-ACTIVE
Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)C)n1	CHEMBL1271756-ACTIVE
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4ccc(Cl)cc4[nH]3)c(Cl)c2)n1	CHEMBL3627895-ACTIVE
COc1cc(-c2cn(C3C(=O)NC4CCC3C4)nn2)ccc1-n1cnc(C)c1	CHEMBL2017569-ACTIVE
CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC)O3)c1	CHEMBL3703289-ACTIVE
O=C1CCC(N2Cc3cc(CNC(=O)C(F)(F)c4ccc(Cl)cc4)ccc3C2=O)C(=O)N1	CHEMBL4742712-ACTIVE
O=C(Nc1ncns1)/C(=N/N1CCCC1)c1ccc(S(=O)(=O)C2CC2)cc1	CHEMBL4649482-ACTIVE
NC(=O)c1ccn(-c2cccc(OC(=O)NCCN3CCN(c4ccccc4)CC3)c2)c1	CHEMBL4473519-ACTIVE
N#Cc1ccc(S(=O)(=O)N2C[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@](O)(CN)C2)c(Cl)c1	CHEMBL4456312-ACTIVE
C[C@H]1CN(C(=O)c2ccnc(Nc3nc4cnc(Nc5ccc(F)c(C(F)(F)F)c5)cc4[nH]3)c2)C[C@@H](C)O1	CHEMBL4447741-ACTIVE
Cc1nc(CNC2CCN(CCn3c(=O)ccc4ccc(C#N)cc43)CC2)ccc1C#N	CHEMBL3290338-ACTIVE
Cc1[nH]nc2c1c(=O)n(CCCN)c1cc(C3CCCCC3)c(C3CCCCC3)cc21	CHEMBL250481-ACTIVE
COc1ccc2c(=O)n(C)c(CN(C)C)c(-c3ccccc3)c2c1	CHEMBL214742-ACTIVE
COc1c(C#N)ccc2[nH]c(-c3cn4c(n3)[C@H](c3cccc(F)c3C)OCC4)cc12	CHEMBL4451760-ACTIVE
CNC(C)c1cc(F)ccc1Oc1ccc(Cl)cc1	CHEMBL444203-ACTIVE
Cc1nnn(Cc2cc(Cl)ccc2/C=C/C(=O)N2CCC(Cc3ncc(C)o3)CC2)n1	CHEMBL4794205-ACTIVE
CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)ncc2Cl)n[nH]1	CHEMBL457614-ACTIVE
CCN(CC)Cc1ccc(-c2ccc3ncc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1F	CHEMBL4442584-ACTIVE
CC(=O)N1CCC(n2cc(Nc3ncc(Cl)c(-c4cnc5ccccn45)n3)c(C)n2)CC1	CHEMBL3823278-ACTIVE
Cc1c(CCN2CCN(CC(O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O	CHEMBL3696479-ACTIVE
O=C(/C=C/c1ccc2c(c1)CN(CCc1cnn3ccccc13)C2)NO	CHEMBL1808645-ACTIVE
COc1cc(F)ccc1-c1cncc(NCc2ccccc2)c1	CHEMBL1779010-ACTIVE
Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl	CHEMBL559456-ACTIVE
CN(Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1CN1CCCC1	CHEMBL216666-ACTIVE
Cc1cc(COCCN2CCCC2)nn1-c1ccc(Cl)c(Cl)c1	CHEMBL4792105-ACTIVE
CCCNCc1ccc(CCn2ccc(OCc3ccc(F)cc3)cc2=O)nc1	CHEMBL565833-ACTIVE
C[C@H]1SC(N)=N[C@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)[C@H]1F	CHEMBL4557670-ACTIVE
COCCCN1C[C@H]2[C@H](CNC(=O)c3nc(C(C)C)n4ccccc34)[C@H]2C1	CHEMBL3740472-ACTIVE
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1	CHEMBL1957788-ACTIVE
O=C(O)CCNC(=O)c1ccc(Cn2nc(-c3cc(Cl)cc(Cl)c3)cc2-c2ccc(OC(F)(F)F)cc2)cc1	CHEMBL1644183-ACTIVE
CCN(CC)C(=O)c1ccc(C2CC3(CCNCC3)Oc3ccccc32)cc1	CHEMBL557121-ACTIVE
CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(C#N)nc1OC1CC(C)(C)NC(C)(C)C1	CHEMBL478224-ACTIVE
CCN(C(=O)c1ccccc1Oc1ccccc1)[C@H]1CCNC1	CHEMBL563117-ACTIVE
