COc(cc(cc1)Cl)c1Oc(ccc(Cl)c1)c1Cl	nonbinder1-inactive
CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(=O)(=O)CCCN)c4)nn23)cc1	CHEMBL3355626-inactive
CS(=O)(=O)c1cccc(-c2ccc3ncc(-c4ccc(C(=O)N5CCC(O)C5)cc4)n3n2)c1	CHEMBL3355630-inactive
CS(=O)(=O)c1ccc(-c2cnn3ccc(-c4cccc(S(C)(=O)=O)c4)cc23)cc1	CHEMBL3628219-inactive
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1	CHEMBL473417-inactive
Cc1c(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cnn1C1CCNCC1	CHEMBL3822543-inactive
Cc1c2c(n3c1CCCNC(=O)[C@H](C)Nc1cc-3ccc1C(N)=O)CC(C)(C)CC2=O	CHEMBL1778208-inactive
Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21	CHEMBL3900409-inactive
Cc1cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)c3c(F)cccc32)cn(C)c1=O	CHEMBL2177919-inactive
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(-c5ccc(N6CCOCC6)cc5)nc34)CC2)no1	CHEMBL2203765-inactive
Cc1nnc2sc(C(=O)NCc3ccc(-c4cccnc4F)cc3)c(N)c2c1C	CHEMBL4091821-inactive
Cc1onc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](Nc2cc(=O)n(C)c4nccnc24)C3)c1C	CHEMBL3291066-inactive
Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](Nc2cc(=O)n(C)c4ncccc24)C3)c1Cl	CHEMBL3291065-inactive
Clc1cccc(C2CC=CCNC2)c1	CHEMBL2326688-inactive
Cn1ccc2c(-c3nc4c(-n5cc(CN6CC[C@@H](O)C6)cn5)ccnc4[nH]3)cccc21	CHEMBL4779316-inactive
Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](Nc2n[nH]c4ccc(F)cc24)C3)c1Cl	CHEMBL3291063-inactive
O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCOCC1	CHEMBL2164371-inactive
N#Cc1cc(F)cc(-c2nc(-c3ccc(F)cn3)no2)c1	CHEMBL2164551-inactive
N#Cc1cccc(NP(=O)(c2ccccc2)c2ccccc2)c1	CHEMBL2312919-inactive
O=P(Nc1cc(F)ccc1-n1cccn1)(c1ccccc1)c1ccccc1	CHEMBL2312923-inactive
Nc1nc2cc3c(cc2s1)CCNCC3	CHEMBL2326487-inactive
Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1	CHEMBL3124983-inactive
O=C(NCc1ccc(F)c(C(F)(F)F)c1)C1c2ccccc2C(=O)N1CCc1ncc(F)cn1	CHEMBL2164044-inactive
O=C(NCc1ccncc1)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccccc1	CHEMBL3786013-inactive
O=S(=O)(c1cccc(-c2ccc3ncc(-c4ccc(-c5nnn[nH]5)cc4)n3n2)c1)C1CC1	CHEMBL3355636-inactive
OCC[C@@]1(c2ccc(Cl)c(Cl)c2)CCCCNC1	CHEMBL2321990-inactive
OCC[C@]1(c2cc3ccccc3o2)CCCNC1	CHEMBL2321993-inactive
[2H]C1([2H])OC(N)=N[C@]12c1cc(-c3cncnc3)ccc1C[C@@]21CC[C@H](OC)[C@@H](C)C1	CHEMBL4070299-inactive
Cc1nc2ncc(Oc3ccc(F)c4cccnc34)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1	CHEMBL1957008-inactive
CCN(CCO)C(=O)c1cc2ccccn2c1-c1cccc(OC)c1	CHEMBL2164883-inactive
COC1COCCC1N[C@@H]1C[C@H]2CCC[C@@]2(C(=O)N2CCc3ncc(Cl)cc3C2)C1	CHEMBL2313782-inactive
CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccccc1	CHEMBL2325986-inactive
Nc1nc2ccc(OCC(F)(F)F)nc2n1CC(O)c1ccc(C(F)(F)F)cc1Cl	CHEMBL3289810-inactive
COCCOc1cc(F)c2c(Nc3ccc(NC(=O)Cn4cc(C(C)C)nn4)cc3)ncnc2c1	CHEMBL4216473-inactive
CO[C@H](C(=O)Nc1nnc(N[C@@H]2CCN(c3cccnn3)C2)s1)c1ccccc1	CHEMBL4437106-inactive
Nc1nc2ccc(Cl)cc2n1CC(O)c1cccc(Cl)c1Cl	CHEMBL3289802-inactive
Cc1cn(CC(O)c2ccc(Cl)cc2Cl)c(N)n1	CHEMBL3289795-inactive
NC(=O)c1ccc(Cc2ccccc2)cc1-c1cccc(CCC(=O)O)c1	CHEMBL4457557-inactive
COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(F)c3)c2c1	CHEMBL215023-inactive
Cc1c([C@H]2CN3CCN(C(=O)Cc4ccc(-n5cnnn5)nn4)C[C@H]3CO2)ccc(F)c1C#N	CHEMBL3900985-inactive
COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1	CHEMBL1916539-inactive
CC(C)(C)n1cc2c(n1)C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2	CHEMBL2419601-inactive
Cc1nc(CN[C@H]2CC[C@@H](F)C2)c(C(C)C)n1-c1cc(F)cc(F)c1	CHEMBL556300-inactive
CN(C/C=C/c1ccc(-c2ccccc2)cc1)Cc1coc2ccccc12	CHEMBL4086008-inactive
C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	CHEMBL298817-inactive
CN(C)CCCCc1ccc(C2(C)COC2)cc1	CHEMBL1084000-inactive
CC(=O)N1Cc2cc(Cl)ccc2-n2c(nnc2C2CCN(c3ccccn3)CC2)C1	CHEMBL1837040-inactive
CN[C@@H](C)C(=O)N[C@@H]1C(=O)N(Cc2c(C)ccc3ccccc23)c2ccc(C#N)cc2N(C(C)=O)[C@H]1C	CHEMBL2436226-inactive
CCCCC(N1CCOCC1)C(O)(c1cccnc1)c1cccnc1	CHEMBL1088803-inactive
CNC(=O)c1cnc(Nc2ccccn2)cc1Nc1ccccc1S(C)(=O)=O	CHEMBL4544320-inactive
CCc1cc(-c2ccccc2)cc(S(=O)(=O)c2cnc(CN)s2)c1	CHEMBL4564074-inactive
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3c(F)cccc3F)c2n(C)c1=O	CHEMBL1089865-inactive
CN1CC[C@H](N(C)C(=O)N2CC(c3cc(F)ccc3F)=C[C@@]2(CO)c2ccccc2)[C@@H](F)C1	CHEMBL481932-inactive
CC1CN(CC(=O)N[C@H]2C3CC4CC2C[C@](C(N)=O)(C4)C3)S(=O)(=O)N(c2c(Cl)cc(Cl)cc2Cl)C1	CHEMBL2036234-inactive
CN(C)C(=O)[C@H]1C[C@@H]1c1ccc(-c2ncn(C)c2Sc2ccc(Cl)cn2)cc1	CHEMBL2386558-inactive
C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)[C@H](N)C(=O)N1CCCC1	CHEMBL437206-inactive
Cc1cc(N2CC[C@H](N3CCC[C@@H]3C)C2)ccc1NC(=O)c1c(C)noc1C	CHEMBL3087669-inactive
CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1	CHEMBL559940-inactive
Cc1cc(N2C(=O)N(c3ccc(-c4ccc(C(=O)O)cc4C)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1	CHEMBL2041182-inactive
CC(C)(O)COc1ccc(C(N)=O)c(O[C@@H]2CCN(C(=O)Cc3ccc(OC(F)(F)F)cc3)C[C@@H]2F)c1	CHEMBL4206532-inactive
CN(C)C1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1	CHEMBL1822444-inactive
CC1(C)C=Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccnc(N)c3)CC4)c2O1	CHEMBL568522-inactive
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2	CHEMBL2105762-inactive
CN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1	CHEMBL2036268-inactive
CNC(=O)c1nc(C)n2ccc(Nc3nccc(-n4cc(N[C@@H]5CCOC[C@@H]5N)cn4)n3)cc12	CHEMBL4763433-inactive
CNC(=O)c1nn(C)c2ccc(Nc3nccc(-n4cc(N[C@@H]5CCCNC5)c(C)n4)n3)cc12	CHEMBL4760325-inactive
COc1ccc2nccc([C@@H](O)CN3CCC(NCc4ccc5c(c4)OCCO5)CC3)c2c1	CHEMBL548279-inactive
O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl	CHEMBL3221520-inactive
O=C(O)c1cc(N2CCN(CCc3ccc(OCCCN4CCCCCC4)cc3)CC2)c2ncccc2c1	CHEMBL3925332-inactive
CN(C)c1ccc(-c2cc3nccnc3c(NCCCCN)n2)cn1	CHEMBL4437415-inactive
Cc1ccc2c(-c3nnc(SCCC(C)N4CCc5cc6c(cc5CC4)C(=O)N(C)C6)n3C)cccc2n1	CHEMBL272300-inactive
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2ccsc2)CO1	CHEMBL4203347-inactive
COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)nc2)cc(C(=O)Nc2cnc(C)cn2)c1	CHEMBL3219121-inactive
N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1	CHEMBL4104623-inactive
C[C@@H]1CCCN1CCc1ccc2nc(-c3cn[nH]c3)ccc2c1	CHEMBL1084582-inactive
C[C@@H]1CCCN1CCc1ccc2nc(-c3cn4c(n3)SCC4)ccc2c1	CHEMBL1084384-inactive
Nc1cnc(-c2cnc3nc(N4CCC(N5CCCCC5)CC4)sc3c2)cn1	CHEMBL573493-inactive
CC(C)N1Cc2cc(-c3cc(-c4ccc(Cl)nc4)no3)ccc2C1=O	CHEMBL3398278-inactive
CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1	CHEMBL1684047-inactive
CC1(C)CCc2cc(S(=O)(=O)N(CC(=O)O)C3(c4cccc(-c5cc(Cl)cc(Cl)c5)c4)CCC3)ccc2O1	CHEMBL3764017-inactive
CN1C(=O)Cn2c1nc1nc(N3CCC[C@@H](N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O	CHEMBL3687984-inactive
C[C@@H]1CCCN1CCc1ccc2nc(-c3cncnc3)ccc2c1	CHEMBL1085828-inactive
C[C@@H]1CCCN1CCc1ccc2nc(-c3c(O)ccnc3C(F)(F)F)ccc2c1	CHEMBL1085783-inactive
Cc1nc2ncccc2cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1	CHEMBL263101-inactive
C[C@]1(CS(=O)(=O)N2CCC(Oc3ccc(OC(F)(F)C(F)F)cc3)CC2)NC(=O)NC1=O	CHEMBL2409707-inactive
Cc1ccc2oc(N3CCN4CCC3CC4)nc2n1	CHEMBL604798-inactive
Cc1ccccc1[C@@H]1CCN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)C[C@H]1O	CHEMBL512896-inactive
Cc1nc(C)c(-c2ccc3cc(CCN4CCCC4C)ccc3n2)cc1C(N)=O	CHEMBL1822864-inactive
O=C(NCc1ccc(C(F)(F)F)cc1)N1CCC[C@H]1CN1CCCC1	CHEMBL218836-inactive
COCCONC(=O)N(Cc1ccsc1)C1CCN([C@H](C)CCNC(=O)c2c(C)cc(Cl)nc2C)CC1	CHEMBL2164211-inactive
CC#C[C@@H](CC(=O)O)c1ccc(OC[C@H]2COc3ccc(Cl)cc3O2)cc1	CHEMBL4288001-inactive
CNC(=O)c1ccc2c(c1)c(-c1nc3c(-n4cc(CN(C)C)cn4)ccnc3[nH]1)cn2C	CHEMBL4754597-inactive
CC1(C)CC[C@]23CC[C@]4(C)[C@](C(=O)C=C5[C@@]6(C)C=C(C#N)C(=O)C(C)(C)[C@@H]6CC[C@]54C)([C@@H]2C1)N(C1CCCCC1)C3=O	CHEMBL3582240-inactive
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O	CHEMBL64391-inactive
CCN(CC)/[N+]([O-])=N/OCOC(=O)/C=C/c1ccc(OC(=O)OCN2C(=O)SC(Cc3ccc(OCCN(C)c4ccccn4)cc3)C2=O)c(OC)c1	CHEMBL4456608-inactive
CC[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(C#CCCCC(=O)N3CCOCC3)c2c(=O)n1-c1ccccc1	CHEMBL4073929-inactive
CNC(=O)c1nn(C)c2c(C)cc(Nc3nccc(-c4cc(CN(C)C)n(C)n4)n3)cc12	CHEMBL4790107-inactive
CNc1nc(Nc2cnc(C#N)c(O[C@@H]3CCCNC3)c2)ncc1-c1cnn(C)c1	CHEMBL4448921-inactive
COC(=O)Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3cc(CN4CCN(S(C)(=O)=O)CC4)cn3n2)cn1	CHEMBL4800252-inactive
C[C@@H]1O[C@H](C)CN2c3c(cc4c(N5CCSC5=O)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@@H]12	CHEMBL4435962-inactive
COc1cc2c(cc1OC)Nc1ncnc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c1NC2	CHEMBL4210100-inactive
COc1cc2c(cc1OC)[C@H](CCc1c[nH]c3cc(C)ccc13)N(C=O)CC2	CHEMBL4527894-inactive
COc1cc2c3c(ccc2cc1C#N)O[C@H](c1cc(F)c(F)cc1F)[C@@H](N)C3	CHEMBL4550812-inactive
COc1cc2nccc(Oc3ccc(NC(=O)C(C)(C)C(=O)Nc4ccc(F)cc4)cc3)c2cc1OC	CHEMBL4215501-inactive
COc1ccc(NC(=O)[C@H]2SCCNC2=O)cc1	CHEMBL4795273-inactive
C[C@@H](N1CCc2nc(-c3cncnc3)sc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	CHEMBL3261873-inactive
C[C@@H](N1CCn2nc(-c3ccc(C#N)nc3)nc2C1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	CHEMBL3261615-inactive
C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](CCCN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c([N+](=O)[O-])c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4	CHEMBL4295247-inactive
C[C@@H]1CN(C(=O)c2nc(Nc3cc(C4CC4)[nH]n3)c3cc(Cl)ccc3n2)CCN1	CHEMBL4077555-inactive
Cc1cc(C2CCCCC2)n(O)c(=O)c1	CHEMBL242580-inactive
Cc1cc(NC(=O)Nc2ccc(-c3ccnc4[nH]nc(C)c34)cc2)ccc1N1CCOCC1	CHEMBL4072731-inactive
Cc1cc([C@@H]2C[C@@H]3CC[C@H]2C3)n(O)c(=O)c1	CHEMBL4455404-inactive
Cc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1C#Cc1cc(-c2cnn(C)c2)cnc1N	CHEMBL4576115-inactive
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2c(-c3cnn(C4CC4)c3)n[nH]c2c1	CHEMBL4534119-inactive
O=C(CCCCCCC(=O)Nc1ccc2ccnc(Nc3cccc(Cl)c3F)c2c1)NO	CHEMBL3601332-inactive
Cc1nnc(-c2nc(C)n3ccc(Nc4nccc(-c5cc(CN(C)C)n(C)n5)n4)cc23)o1	CHEMBL4753164-inactive
Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccsc1	CHEMBL4249798-inactive
Cn1cc(-c2ccc3c(c2)CC[C@]32NC(=O)N(CC(=O)N3Cc4cc(F)ccc4OC[C@H]3C(F)(F)F)C2=O)cn1	CHEMBL4587968-inactive
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC5CC5)c(F)c4)CC3)c(C(N)=O)c2)c1	CHEMBL4208942-inactive
O=S1(=O)NCCN1CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1	CHEMBL4589417-inactive
O=C(O)c1ccc(Oc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cc2)cc1	CHEMBL2435849-inactive
O=C(c1cccc(Cl)c1Cl)N(C1=CCOC=C1)[C@H]1CCNC1	CHEMBL1079263-inactive
FC(F)(F)c1cc(Nc2ccccc2)nc(NCc2ccccn2)n1	CHEMBL594979-inactive
CC(C)C(=O)N(Cc1ccc(Cl)cc1Cl)[C@H]1CCNC1	CHEMBL513139-inactive
COc1cc(-c2cn([C@H]3C[C@@H]([Si](C)(C)C)CCN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1	CHEMBL2017581-inactive
COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C(C)C)cc21	CHEMBL3758288-inactive
CC(C)(C)c1ccc2[nH]c(C(C)(C)N)nc2c1	CHEMBL4466809-inactive
COc1ccccc1CC(c1ccccc1)N1CCNCC1	CHEMBL214335-inactive
O=C1NC(=O)/C(=C\c2ccccc2OCc2nnc(-c3ccccc3)o2)S1	CHEMBL3338895-inactive
O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cnccc3CO)cc12	CHEMBL4641148-inactive
O=C(NC1CCN(Cc2ccc(OCCCN3CCCCC3)c(F)c2)CC1)c1cc(=O)c2ccc(F)cc2o1	CHEMBL248297-inactive
Cc1nc(Nc2[nH]nc3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1	CHEMBL3128043-inactive
COCCN1CCC[C@H](Cn2c(-c3cccnc3C)nc3cn(-c4cccc(OC)c4)nc3c2=O)C1	CHEMBL3218891-inactive
COc1cnc(C(=O)Nc2csc([C@]34CO[C@@H](C)C[C@H]3CSC(N)=N4)n2)cn1	CHEMBL3941301-inactive
C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1	CHEMBL4650304-inactive
Cc1ccc(S(=O)(=O)N/N=C/c2cn(CC(=O)Nc3ccccc3)c3ccccc23)cc1	CHEMBL2440398-inactive
COc1ccc(CC(=O)Nc2cc3c(cc2[N+](=O)[O-])OC(C)(C)[C@H](O)[C@H]3NC2CC2)cc1	CHEMBL1671910-inactive
CC(C)Oc1cc([C@@](Cc2ccccc2)(NC(=O)C(N)C(O)(C(F)(F)F)C(F)(F)F)c2cc(F)cc(OC(F)(F)C(F)F)c2)ccc1F	CHEMBL4457286-inactive
Clc1cnc(N2CCC([C@H]3C[C@H]3CCOc3ccc(-n4ccnn4)cn3)CC2)nc1	CHEMBL1771102-inactive
COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCC(N)C2(C)C	CHEMBL3786892-inactive
C[C@@H]1CCCN1CCc1ccc2nc(C3CC3)ccc2c1	CHEMBL1086034-inactive
C[C@]1(CS(=O)(=O)N2CCN(c3ncc(OCc4ccc(C(F)(F)F)o4)cn3)CC2)NC(=O)NC1=O	CHEMBL2409676-inactive
Cc1cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)nc(-n2nccn2)n1	CHEMBL3415598-inactive
CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cn1	CHEMBL557054-inactive
Cc1ccc(C23CNCC2C3)cc1	CHEMBL511099-inactive
Cc1cc(C)n(Cc2ccc(C(=O)NCC3(c4nc(-c5ccccc5)cs4)CCOCC3)cc2)n1	CHEMBL3780951-inactive
CCOc1cc(CN2CCC3(CC2)CC(=O)N(c2ccc(C(=O)O)cc2)C3)cc(OCC)c1-c1ccc(F)cc1	CHEMBL4282052-inactive
O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1	CHEMBL4060768-inactive
Cc1c(-c2cnc3[nH]ncc3c2)ccc2c3oc(CN)nc3c(=O)n(C3CC3)c12	CHEMBL4787847-inactive
Cc1c(O)ccc2c1C(=O)N(Cc1ccccc1-c1ccccc1)C2C(=O)NC(C)(C)C	CHEMBL3785865-inactive
O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCC2(CCOC2=O)CC1	CHEMBL3747244-inactive
Nc1cnccc1[C@H]1CC[C@@H](N2CC(NC(=O)CNc3ncnc4ccc(C(F)(F)F)cc34)C2)CC1	CHEMBL2315929-inactive
O=C1COc2ccccc2N1CCCN1CCC(n2c(=O)[nH]c3cnccc32)CC1	CHEMBL2059315-inactive
CN([C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)C1(C)COC1	CHEMBL4094682-inactive
O=C(CNCC1(O)CCCCC1)N1CCc2ccccc2C1C1CCCCC1	CHEMBL3356247-inactive
CCc1cc(-c2cnn(C)c2)cc(S(=O)(=O)c2cnc(CN)s2)c1	CHEMBL4444163-inactive
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1	CHEMBL3394201-inactive
CS(=O)(=O)c1ccc(-c2noc([C@@H](CCO)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1	CHEMBL445674-inactive
O=C(O)c1ccccc1-c1ccc(CN2CCC(COC(=O)c3c4n(c5ccccc35)CCCO4)CC2)cc1	CHEMBL2440460-inactive
O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1	CHEMBL3741159-inactive
CC1(C)Oc2c(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)cccc2C1(F)F	CHEMBL579072-inactive
CON=C1CCC(CN2CCN(c3nc(=O)c4cc(C(F)(F)F)cc([N+](=O)[O-])c4s3)CC2)CC1	CHEMBL4475126-inactive
CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(n2)C(C)(C)S(=O)(=O)C3)cc1	CHEMBL4577549-inactive
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)Cc1cc2c(cc1Br)OCO2	CHEMBL3127992-inactive
O=C(CN1CCCC2=C1C(=O)N(C1CC1)C2=O)Nc1ccc(-c2cccnc2)nn1	CHEMBL4087906-inactive
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)nc1NC(=S)Nc1ccccc1	CHEMBL3408381-inactive
Cc1c(N2CC[C@@H]([C@H](C)N)C2)c(F)cc2ccc(=O)n(C3CC3)c12	CHEMBL4640061-inactive
N[C@H](C(=O)N1CC[C@H](F)C1)C1CCC(NS(=O)(=O)c2ccc(F)cc2F)CC1	CHEMBL395213-inactive
N#CC=C1CCN(c2ccc(N3C[C@H](Cn4ccnn4)OC3=O)cc2F)CC1	CHEMBL2324510-inactive
CNc1ccc(/C=C/c2c(F)cccc2Cl)cc1	CHEMBL3314420-inactive
Cc1noc(/C(=C/c2cccc(-c3cc(C(C)(C)S(C)(=O)=O)cc4cccnc34)c2)c2ccc(S(C)(=O)=O)cc2)n1	CHEMBL372575-inactive
Cc1c(CN2CCOCC2)cc(-c2ccc(C(C)C)cc2)n1C1CCCCC1	CHEMBL4282585-inactive
N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(C(=O)c3cccnc3O)C2=O)cc1	CHEMBL485161-inactive
Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(F)c1	CHEMBL4761323-inactive
CC(C)(C)C(=O)NCCC1CCN(c2ncnc3cc(C(N)=O)sc23)CC1	CHEMBL2332055-inactive
CCNC(=O)c1ccc(C(=O)NCCC2CCN(c3ncnc4cc(C(N)=O)sc34)CC2)s1	CHEMBL2332039-inactive
CC(C)S(=O)(=O)c1c(Cl)ccc(NC2=NC(=O)[C@@H](C3CCCCC3)N2)c1O	CHEMBL4742368-inactive
CC(C)[C@@H](NC(=O)c1cc(C(F)(F)F)ccc1F)C(=O)N1CCC2(CC1)C(=O)N(C)C(=O)N2c1ccc2[nH]ncc2c1	CHEMBL4636208-inactive
CC(C)c1ccc(-c2cc(CN3CCN(c4ccccn4)CC3)nn2C2CCCCC2)cc1	CHEMBL4554211-inactive
COC(=O)N1C[C@@H]2C[C@@H](NC3CCOCC3OC)C[C@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1	CHEMBL3115101-inactive
COC1COCCC1N(C)[C@@H]1C[C@H]2OCC[C@@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1	CHEMBL3263280-inactive
CCCC[C@@H](CCO)Nc1nc(N)nc2c1CN(C(=O)c1csc(C)n1)CC2	CHEMBL4284935-inactive
CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)CC1	CHEMBL4203179-inactive
CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12	CHEMBL3125272-inactive
CN(C(=O)c1ccncc1)c1ccc(OCc2ccc3ccccc3n2)cc1	CHEMBL2419564-inactive
CN(C)C(=O)C(=O)NC(C)(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c(=O)n1C	CHEMBL495331-inactive
C[C@H](NC(=O)[C@H]1CNC[C@@H]1c1ccc(C(F)(F)F)nc1)c1ccc(N(C)C)cc1	CHEMBL4438229-inactive
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1	CHEMBL4079206-inactive
COc1cc(-c2cn(C3CCc4ncccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1	CHEMBL3609640-inactive
COc1cc(-c2cncc(-c3ccc(N4CCN(S(C)(=O)=O)CC4)cc3)c2C)cc(OC)c1OC	CHEMBL4638544-inactive
COc1cc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)cc(OC)c1	CHEMBL4212403-inactive
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F	CHEMBL4585668-inactive
C[C@H](NS(=O)(=O)c1ccc(-c2sc(C(=O)NCC(C)(C)O)nc2C(=O)N2CCC(F)CC2)c(Cl)c1Cl)C(F)(F)F	CHEMBL4643996-inactive
Cc1c(CN2CCOCC2)cc(-c2ccc(C(F)(F)F)cc2)n1-c1ccc(F)cc1	CHEMBL4292234-inactive
Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1	CHEMBL4744041-inactive
Cc1cnc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)o1	CHEMBL4079597-inactive
Cc1cc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccccc2)ccc1-c1cnc(NC2CC2)c2nccn12	CHEMBL4586372-inactive
